제품유형,화면,질문,답,다음화면,비고,컨트롤,값
액체내분말,q015_5_2_102_5_2_viscosity,분말/액체 혼합물의 점도는 얼마입니까?,저점도 액체 (물과 유사),q016_nearfieldsource,,ctl00$cphMain$Viscosity,rbLow
액체내분말,q015_5_2_102_5_2_viscosity,분말/액체 혼합물의 점도는 얼마입니까?,중점도 액체 (기름과 유사),q016_nearfieldsource,,ctl00$cphMain$Viscosity,rbMedium
액체내분말,q016_nearfieldsource,"1차 배출 발생원이 작업자의 호흡 영역(즉, 작업자 머리로부터 모든 방향으로 1미터 이내의 공기 체적) 안에 있습니까?",아니오,q017_055_103_activityclass,,ctl00$cphMain$NFPES,rbNo
액체내분말,q016_nearfieldsource,"1차 배출 발생원이 작업자의 호흡 영역(즉, 작업자 머리로부터 모든 방향으로 1미터 이내의 공기 체적) 안에 있습니까?",예,q017_055_103_activityclass,,ctl00$cphMain$NFPES,rbYes
액체내분말,q017_055_103_activityclass,활동 등급 선택,개방 액면 또는 개방 저장조에서의 활동 / (미수집) 13,q028_066_114_liquidopensurfaceundisturbed,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidOpenSurface~~13
액체내분말,q017_055_103_activityclass,활동 등급 선택,개방 액면 또는 개방 저장조에서의 활동 / (미수집) 13,q028_066_114_liquidopensurfaceundisturbed,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidOpenSurface~~13
액체내분말,q017_055_103_activityclass,활동 등급 선택,개방 액면 또는 개방 저장조에서의 활동 / (미수집) 14,q028_3_066_3_114_3_liquidopensurfaceagitated,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidOpenSurface~~14
액체내분말,q017_055_103_activityclass,활동 등급 선택,개방 액면 또는 개방 저장조에서의 활동 / (미수집) 14,q028_3_066_3_114_3_liquidopensurfaceagitated,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidOpenSurface~~14
액체내분말,q017_055_103_activityclass,활동 등급 선택,개방 액면 또는 개방 저장조에서의 활동 / (하위 활동 등급 없음),q028_066_114_liquidopensurfaceundisturbed,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidOpenSurface~~0
액체내분말,q017_055_103_activityclass,활동 등급 선택,개방 액면 또는 개방 저장조에서의 활동 / (하위 활동 등급 없음),q028_066_114_liquidopensurfaceundisturbed,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidOpenSurface~~0
액체내분말,q017_055_103_activityclass,활동 등급 선택,고속 공정에서의 액체 적용 (예: 회전 공구),q030_068_116_liquidshighspeedprocesses,,ctl00$cphMain$ActivityClass,rbLiquidHighSpeedProcesses
액체내분말,q017_055_103_activityclass,활동 등급 선택,고속 공정에서의 액체 적용 (예: 회전 공구),q030_068_116_liquidshighspeedprocesses,,ctl00$cphMain$ActivityClass,rbLiquidHighSpeedProcesses
액체내분말,q017_055_103_activityclass,활동 등급 선택,액상 제품의 도포,q029_067_115_spreadingliquidproducts,,ctl00$cphMain$ActivityClass,rbLiquidSpreadingProducts
액체내분말,q017_055_103_activityclass,활동 등급 선택,액상 제품의 도포,q029_067_115_spreadingliquidproducts,,ctl00$cphMain$ActivityClass,rbLiquidSpreadingProducts
액체내분말,q017_055_103_activityclass,활동 등급 선택,액상 제품의 이송 / (미수집) 18,q032_070_118_bottomloading,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidTransfer~~18
액체내분말,q017_055_103_activityclass,활동 등급 선택,액상 제품의 이송 / (미수집) 18,q032_070_118_bottomloading,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidTransfer~~18
액체내분말,q017_055_103_activityclass,활동 등급 선택,액상 제품의 이송 / (미수집) 19,q033_071_119_fallingliquids,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidTransfer~~19
액체내분말,q017_055_103_activityclass,활동 등급 선택,액상 제품의 이송 / (미수집) 19,q033_071_119_fallingliquids,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidTransfer~~19
액체내분말,q017_055_103_activityclass,활동 등급 선택,액상 제품의 이송 / (하위 활동 등급 없음),q032_070_118_bottomloading,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidTransfer~~0
액체내분말,q017_055_103_activityclass,활동 등급 선택,액상 제품의 이송 / (하위 활동 등급 없음),q032_070_118_bottomloading,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidTransfer~~0
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 분무 적용 / (미수집) 11,q026_064_112_surfacesprayingliquids,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidSprayApplication~~11
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 분무 적용 / (미수집) 11,q026_064_112_surfacesprayingliquids,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidSprayApplication~~11
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 분무 적용 / (미수집) 12,q027_065_113_sprayingliquidsinspace,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidSprayApplication~~12
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 분무 적용 / (미수집) 12,q027_065_113_sprayingliquidsinspace,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidSprayApplication~~12
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 분무 적용 / (하위 활동 등급 없음),q026_064_112_surfacesprayingliquids,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidSprayApplication~~0
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 분무 적용 / (하위 활동 등급 없음),q026_064_112_surfacesprayingliquids,,ctl00$cphMain$ActivityClass~~selSubclass,rbLiquidSprayApplication~~0
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 연소 / (미수집) 18,q032_070_118_bottomloading,,ctl00$cphMain$ActivityClass~~selSubclass,rbBurningLiquids~~18
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 연소 / (미수집) 18,q032_070_118_bottomloading,,ctl00$cphMain$ActivityClass~~selSubclass,rbBurningLiquids~~18
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 연소 / (미수집) 19,q033_071_119_fallingliquids,,ctl00$cphMain$ActivityClass~~selSubclass,rbBurningLiquids~~19
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 연소 / (미수집) 19,q033_071_119_fallingliquids,,ctl00$cphMain$ActivityClass~~selSubclass,rbBurningLiquids~~19
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 연소 / (하위 활동 등급 없음),q032_070_118_bottomloading,,ctl00$cphMain$ActivityClass~~selSubclass,rbBurningLiquids~~0
액체내분말,q017_055_103_activityclass,활동 등급 선택,액체의 연소 / (하위 활동 등급 없음),q032_070_118_bottomloading,,ctl00$cphMain$ActivityClass~~selSubclass,rbBurningLiquids~~0
액체내분말,q017_055_103_activityclass,활동 등급 선택,오염된 물체의 취급,q028_5_066_5_114_5_handlingcontaminatedobjects,,ctl00$cphMain$ActivityClass,rbLiquidHandlingContaminatedObjects
액체내분말,q017_055_103_activityclass,활동 등급 선택,오염된 물체의 취급,q028_5_066_5_114_5_handlingcontaminatedobjects,,ctl00$cphMain$ActivityClass,rbLiquidHandlingContaminatedObjects
액체내분말,q026_064_112_surfacesprayingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,낮은 도포율 (0.03 - 0.3 l/minute),q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,,ctl00$cphMain$SSL,rbLowApplicationRate
액체내분말,q026_064_112_surfacesprayingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,낮은 도포율 (0.03 - 0.3 l/minute),q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,,ctl00$cphMain$SSL,rbLowApplicationRate
액체내분말,q026_064_112_surfacesprayingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,높은 도포율 (> 3 l/minute),q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,,ctl00$cphMain$SSL,rbHighApplicationRate
액체내분말,q026_064_112_surfacesprayingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,높은 도포율 (> 3 l/minute),q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,,ctl00$cphMain$SSL,rbHighApplicationRate
액체내분말,q026_064_112_surfacesprayingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,매우 낮은 도포율 (< 0.03 l/minute),q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,,ctl00$cphMain$SSL,rbVeryLowApplicationRate
액체내분말,q026_064_112_surfacesprayingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,매우 낮은 도포율 (< 0.03 l/minute),,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$SSL,rbVeryLowApplicationRate
액체내분말,q026_064_112_surfacesprayingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,중간 도포율 (0.3 - 3 l/minute),q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,,ctl00$cphMain$SSL,rbModerateApplicationRate
액체내분말,q026_064_112_surfacesprayingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,중간 도포율 (0.3 - 3 l/minute),q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,,ctl00$cphMain$SSL,rbModerateApplicationRate
액체내분말,q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,분무 방향은 어떻습니까?,모든 방향(상향 포함)으로의 분무,q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique,,ctl00$cphMain$SSLSD,rbAnyDirection
액체내분말,q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,분무 방향은 어떻습니까?,모든 방향(상향 포함)으로의 분무,q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique,,ctl00$cphMain$SSLSD,rbAnyDirection
액체내분말,q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,분무 방향은 어떻습니까?,수평 또는 하향 분무만,q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique,,ctl00$cphMain$SSLSD,rbHorizontalDownward
액체내분말,q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,분무 방향은 어떻습니까?,수평 또는 하향 분무만,q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique,,ctl00$cphMain$SSLSD,rbHorizontalDownward
액체내분말,q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,분무 방향은 어떻습니까?,하향만,q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique,,ctl00$cphMain$SSLSD,rbDownwardOnly
액체내분말,q026_5_064_5_112_5_surfacesprayingliquidsspraydirection,분무 방향은 어떻습니까?,하향만,q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique,,ctl00$cphMain$SSLSD,rbDownwardOnly
액체내분말,q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique,분무 기법은 무엇입니까?,압축공기 미사용 또는 사용이 적은 분무,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SSL,rbLowCompressedAir
액체내분말,q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique,분무 기법은 무엇입니까?,압축공기 미사용 또는 사용이 적은 분무,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SSL,rbLowCompressedAir
액체내분말,q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique,분무 기법은 무엇입니까?,압축공기 사용이 많은 분무,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SSL,rbHighCompressedAir
액체내분말,q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique,분무 기법은 무엇입니까?,압축공기 사용이 많은 분무,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SSL,rbHighCompressedAir
액체내분말,q027_065_113_sprayingliquidsinspace,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,대규모 공간 분무,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLS,rbLargeScale
액체내분말,q027_065_113_sprayingliquidsinspace,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,대규모 공간 분무,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLS,rbLargeScale
액체내분말,q027_065_113_sprayingliquidsinspace,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,소규모 공간 분무,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLS,rbSmallScale
액체내분말,q027_065_113_sprayingliquidsinspace,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,소규모 공간 분무,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLS,rbSmallScale
액체내분말,q028_066_114_liquidopensurfaceundisturbed,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 0.1 - 0.3 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbCmSq1000To3000
액체내분말,q028_066_114_liquidopensurfaceundisturbed,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 0.1 - 0.3 m2,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$LOSU,rbCmSq1000To3000
액체내분말,q028_066_114_liquidopensurfaceundisturbed,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 0.3 - 1 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbCmSq3000To10000
액체내분말,q028_066_114_liquidopensurfaceundisturbed,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 0.3 - 1 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbCmSq3000To10000
액체내분말,q028_066_114_liquidopensurfaceundisturbed,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 1 - 3 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbMSq1To3
액체내분말,q028_066_114_liquidopensurfaceundisturbed,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 1 - 3 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbMSq1To3
액체내분말,q028_066_114_liquidopensurfaceundisturbed,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 < 0.1 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbCmSqLT1000
액체내분말,q028_066_114_liquidopensurfaceundisturbed,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 < 0.1 m2,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$LOSU,rbCmSqLT1000
액체내분말,q028_066_114_liquidopensurfaceundisturbed,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 > 3 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbMSqGT3
액체내분말,q028_066_114_liquidopensurfaceundisturbed,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 > 3 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbMSqGT3
액체내분말,q028_3_066_3_114_3_liquidopensurfaceagitated,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 0.1 - 0.3 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbCmSq1000To3000
액체내분말,q028_3_066_3_114_3_liquidopensurfaceagitated,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 0.1 - 0.3 m2,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$LOSU,rbCmSq1000To3000
액체내분말,q028_3_066_3_114_3_liquidopensurfaceagitated,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 0.3 - 1 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbCmSq3000To10000
액체내분말,q028_3_066_3_114_3_liquidopensurfaceagitated,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 0.3 - 1 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbCmSq3000To10000
액체내분말,q028_3_066_3_114_3_liquidopensurfaceagitated,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 1 - 3 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbMSq1To3
액체내분말,q028_3_066_3_114_3_liquidopensurfaceagitated,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 1 - 3 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbMSq1To3
액체내분말,q028_3_066_3_114_3_liquidopensurfaceagitated,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 < 0.1 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbCmSqLT1000
액체내분말,q028_3_066_3_114_3_liquidopensurfaceagitated,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 < 0.1 m2,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$LOSU,rbCmSqLT1000
액체내분말,q028_3_066_3_114_3_liquidopensurfaceagitated,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,개방 표면 > 3 m2,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$LOSU,rbMSqGT3
